,Fatalities,Confirmed Cases
10702,1518.0,24613.0
10703,960.0,24958.0
10704,1237.0,25359.0
10705,1544.0,25745.0
10706,1375.0,26252.0
10707,147.0,4508.0
10708,125.0,5100.0
10709,135.0,5717.0
10710,247.0,6239.0
10711,211.0,6787.0
10712,104.0,7334.0
10713,275.0,7942.0
10714,242.0,8542.0
10715,338.0,9192.0
10716,453.0,9745.0
10717,486.0,10281.0
10718,472.0,10749.0
10719,518.0,11250.0
10720,608.0,11781.0
10721,423.0,12364.0
10722,574.0,12954.0
10723,475.0,13556.0
10724,537.0,14054.0
10725,717.0,14521.0
10726,699.0,15031.0
10727,714.0,15557.0
10728,672.0,16093.0
10729,779.0,16762.0
10730,922.0,17370.0
10731,869.0,17882.0
10732,850.0,18297.0
10733,994.0,18748.0
10734,961.0,19255.0
10735,1406.0,19801.0
10736,905.0,20431.0
10737,940.0,20970.0
10738,601.0,21442.0
10739,1313.0,21856.0
10740,1086.0,22300.0
10741,1135.0,22749.0
10742,1168.0,23275.0
10743,1532.0,23773.0
10744,1615.0,24248.0
10745,1518.0,24613.0
10746,960.0,24958.0
10747,1237.0,25359.0
10748,1544.0,25745.0
10749,1375.0,26252.0
10750,147.0,4508.0
10751,125.0,5100.0
10752,135.0,5717.0
10753,247.0,6239.0
10754,211.0,6787.0
10755,104.0,7334.0
10756,275.0,7942.0
10757,242.0,8542.0
10758,338.0,9192.0
10759,453.0,9745.0
10760,486.0,10281.0
10761,472.0,10749.0
10762,518.0,11250.0
10763,608.0,11781.0
10764,423.0,12364.0
10765,574.0,12954.0
10766,475.0,13556.0
10767,537.0,14054.0
10768,717.0,14521.0
10769,699.0,15031.0
10770,714.0,15557.0
10771,672.0,16093.0
10772,779.0,16762.0
10773,922.0,17370.0
10774,869.0,17882.0
10775,850.0,18297.0
10776,994.0,18748.0
10777,961.0,19255.0
10778,1406.0,19801.0
10779,905.0,20431.0
10780,940.0,20970.0
10781,601.0,21442.0
10782,1313.0,21856.0
10783,1086.0,22300.0
10784,1135.0,22749.0
10785,1168.0,23275.0
10786,1532.0,23773.0
10787,1615.0,24248.0
10788,1518.0,24613.0
10789,960.0,24958.0
10790,1237.0,25359.0
10791,1544.0,25745.0
10792,1375.0,26252.0
10793,147.0,4508.0
10794,125.0,5100.0
10795,135.0,5717.0
10796,247.0,6239.0
10797,211.0,6787.0
10798,104.0,7334.0
10799,275.0,7942.0
10800,242.0,8542.0
10801,338.0,9192.0
10802,453.0,9745.0
10803,486.0,10281.0
10804,472.0,10749.0
10805,518.0,11250.0
10806,608.0,11781.0
10807,423.0,12364.0
10808,574.0,12954.0
10809,475.0,13556.0
10810,537.0,14054.0
10811,717.0,14521.0
10812,699.0,15031.0
10813,714.0,15557.0
10814,672.0,16093.0
10815,779.0,16762.0
10816,922.0,17370.0
10817,869.0,17882.0
10818,850.0,18297.0
10819,994.0,18748.0
10820,961.0,19255.0
10821,1406.0,19801.0
10822,905.0,20431.0
10823,940.0,20970.0
10824,601.0,21442.0
10825,1313.0,21856.0
10826,1086.0,22300.0
10827,1135.0,22749.0
10828,1168.0,23275.0
10829,1532.0,23773.0
10830,1615.0,24248.0
10831,1518.0,24613.0
10832,960.0,24958.0
10833,1237.0,25359.0
10834,1544.0,25745.0
10835,1375.0,26252.0
10836,147.0,4508.0
10837,125.0,5100.0
10838,135.0,5717.0
10839,247.0,6239.0
10840,211.0,6787.0
10841,104.0,7334.0
10842,275.0,7942.0
10843,242.0,8542.0
10844,338.0,9192.0
10845,453.0,9745.0
10846,486.0,10281.0
10847,472.0,10749.0
10848,518.0,11250.0
10849,608.0,11781.0
10850,423.0,12364.0
10851,574.0,12954.0
10852,475.0,13556.0
10853,537.0,14054.0
10854,717.0,14521.0
10855,699.0,15031.0
10856,714.0,15557.0
10857,672.0,16093.0
10858,779.0,16762.0
10859,922.0,17370.0
10860,869.0,17882.0
10861,850.0,18297.0
10862,994.0,18748.0
10863,961.0,19255.0
10864,1406.0,19801.0
10865,905.0,20431.0
10866,940.0,20970.0
10867,601.0,21442.0
10868,1313.0,21856.0
10869,1086.0,22300.0
10870,1135.0,22749.0
10871,1168.0,23275.0
10872,1532.0,23773.0
10873,1615.0,24248.0
10874,1518.0,24613.0
10875,960.0,24958.0
10876,1237.0,25359.0
10877,1544.0,25745.0
10878,1375.0,26252.0
10879,147.0,4508.0
10880,125.0,5100.0
10881,135.0,5717.0
10882,247.0,6239.0
10883,211.0,6787.0
10884,104.0,7334.0
10885,275.0,7942.0
10886,242.0,8542.0
10887,338.0,9192.0
10888,453.0,9745.0
10889,486.0,10281.0
10890,472.0,10749.0
10891,518.0,11250.0
10892,608.0,11781.0
10893,423.0,12364.0
10894,574.0,12954.0
10895,475.0,13556.0
10896,537.0,14054.0
10897,717.0,14521.0
10898,699.0,15031.0
10899,714.0,15557.0
10900,672.0,16093.0
10901,779.0,16762.0
10902,922.0,17370.0
10903,869.0,17882.0
10904,850.0,18297.0
10905,994.0,18748.0
10906,961.0,19255.0
10907,1406.0,19801.0
10908,905.0,20431.0
10909,940.0,20970.0
10910,601.0,21442.0
10911,1313.0,21856.0
10912,1086.0,22300.0
10913,1135.0,22749.0
10914,1168.0,23275.0
10915,1532.0,23773.0
10916,1615.0,24248.0
10917,1518.0,24613.0
10918,960.0,24958.0
10919,1237.0,25359.0
10920,1544.0,25745.0
10921,1375.0,26252.0
10922,147.0,4508.0
10923,125.0,5100.0
10924,135.0,5717.0
10925,247.0,6239.0
10926,211.0,6787.0
10927,104.0,7334.0
10928,275.0,7942.0
10929,242.0,8542.0
10930,338.0,9192.0
10931,453.0,9745.0
10932,486.0,10281.0
10933,472.0,10749.0
10934,518.0,11250.0
10935,608.0,11781.0
10936,423.0,12364.0
10937,574.0,12954.0
10938,475.0,13556.0
10939,537.0,14054.0
10940,717.0,14521.0
10941,699.0,15031.0
10942,714.0,15557.0
10943,672.0,16093.0
10944,779.0,16762.0
10945,922.0,17370.0
10946,869.0,17882.0
10947,850.0,18297.0
10948,994.0,18748.0
10949,961.0,19255.0
10950,1406.0,19801.0
10951,905.0,20431.0
10952,940.0,20970.0
10953,601.0,21442.0
10954,1313.0,21856.0
10955,1086.0,22300.0
10956,1135.0,22749.0
10957,1168.0,23275.0
10958,1532.0,23773.0
10959,1615.0,24248.0
10960,1518.0,24613.0
10961,960.0,24958.0
10962,1237.0,25359.0
10963,1544.0,25745.0
10964,1375.0,26252.0
10965,147.0,4508.0
10966,125.0,5100.0
10967,135.0,5717.0
10968,247.0,6239.0
10969,211.0,6787.0
10970,104.0,7334.0
10971,275.0,7942.0
10972,242.0,8542.0
10973,338.0,9192.0
10974,453.0,9745.0
10975,486.0,10281.0
10976,472.0,10749.0
10977,518.0,11250.0
10978,608.0,11781.0
10979,423.0,12364.0
10980,574.0,12954.0
10981,475.0,13556.0
10982,537.0,14054.0
10983,717.0,14521.0
10984,699.0,15031.0
10985,714.0,15557.0
10986,672.0,16093.0
10987,779.0,16762.0
10988,922.0,17370.0
10989,869.0,17882.0
10990,850.0,18297.0
10991,994.0,18748.0
10992,961.0,19255.0
10993,1406.0,19801.0
10994,905.0,20431.0
10995,940.0,20970.0
10996,601.0,21442.0
10997,1313.0,21856.0
10998,1086.0,22300.0
10999,1135.0,22749.0
11000,1168.0,23275.0
11001,1532.0,23773.0
11002,1615.0,24248.0
11003,1518.0,24613.0
11004,960.0,24958.0
11005,1237.0,25359.0
11006,1544.0,25745.0
11007,1375.0,26252.0
11008,147.0,4508.0
11009,125.0,5100.0
11010,135.0,5717.0
11011,247.0,6239.0
11012,211.0,6787.0
11013,104.0,7334.0
11014,275.0,7942.0
11015,242.0,8542.0
11016,338.0,9192.0
11017,453.0,9745.0
11018,486.0,10281.0
11019,472.0,10749.0
11020,518.0,11250.0
11021,608.0,11781.0
11022,423.0,12364.0
11023,574.0,12954.0
11024,475.0,13556.0
11025,537.0,14054.0
11026,717.0,14521.0
11027,699.0,15031.0
11028,714.0,15557.0
11029,672.0,16093.0
11030,779.0,16762.0
11031,922.0,17370.0
11032,869.0,17882.0
11033,850.0,18297.0
11034,994.0,18748.0
11035,961.0,19255.0
11036,1406.0,19801.0
11037,905.0,20431.0
11038,940.0,20970.0
11039,601.0,21442.0
11040,1313.0,21856.0
11041,1086.0,22300.0
11042,1135.0,22749.0
11043,1168.0,23275.0
11044,1532.0,23773.0
11045,1615.0,24248.0
11046,1518.0,24613.0
11047,960.0,24958.0
11048,1237.0,25359.0
11049,1544.0,25745.0
11050,1375.0,26252.0
11051,147.0,4508.0
11052,125.0,5100.0
11053,135.0,5717.0
11054,247.0,6239.0
11055,211.0,6787.0
11056,104.0,7334.0
11057,275.0,7942.0
11058,242.0,8542.0
11059,338.0,9192.0
11060,453.0,9745.0
11061,486.0,10281.0
11062,472.0,10749.0
11063,518.0,11250.0
11064,608.0,11781.0
11065,423.0,12364.0
11066,574.0,12954.0
11067,475.0,13556.0
11068,537.0,14054.0
11069,717.0,14521.0
11070,699.0,15031.0
11071,714.0,15557.0
11072,672.0,16093.0
11073,779.0,16762.0
11074,922.0,17370.0
11075,869.0,17882.0
11076,850.0,18297.0
11077,994.0,18748.0
11078,961.0,19255.0
11079,1406.0,19801.0
11080,905.0,20431.0
11081,940.0,20970.0
11082,601.0,21442.0
11083,1313.0,21856.0
11084,1086.0,22300.0
11085,1135.0,22749.0
11086,1168.0,23275.0
11087,1532.0,23773.0
11088,1615.0,24248.0
11089,1518.0,24613.0
11090,960.0,24958.0
11091,1237.0,25359.0
11092,1544.0,25745.0
11093,1375.0,26252.0
11094,147.0,4508.0
11095,125.0,5100.0
11096,135.0,5717.0
11097,247.0,6239.0
11098,211.0,6787.0
11099,104.0,7334.0
11100,275.0,7942.0
11101,242.0,8542.0
11102,338.0,9192.0
11103,453.0,9745.0
11104,486.0,10281.0
11105,472.0,10749.0
11106,518.0,11250.0
11107,608.0,11781.0
11108,423.0,12364.0
11109,574.0,12954.0
11110,475.0,13556.0
11111,537.0,14054.0
11112,717.0,14521.0
11113,699.0,15031.0
11114,714.0,15557.0
11115,672.0,16093.0
11116,779.0,16762.0
11117,922.0,17370.0
11118,869.0,17882.0
11119,850.0,18297.0
11120,994.0,18748.0
11121,961.0,19255.0
11122,1406.0,19801.0
11123,905.0,20431.0
11124,940.0,20970.0
11125,601.0,21442.0
11126,1313.0,21856.0
11127,1086.0,22300.0
11128,1135.0,22749.0
11129,1168.0,23275.0
11130,1532.0,23773.0
11131,1615.0,24248.0
11132,1518.0,24613.0
11133,960.0,24958.0
11134,1237.0,25359.0
11135,1544.0,25745.0
11136,1375.0,26252.0
11137,147.0,4508.0
11138,125.0,5100.0
11139,135.0,5717.0
11140,247.0,6239.0
11141,211.0,6787.0
11142,104.0,7334.0
11143,275.0,7942.0
11144,242.0,8542.0
11145,338.0,9192.0
11146,453.0,9745.0
11147,486.0,10281.0
11148,472.0,10749.0
11149,518.0,11250.0
11150,608.0,11781.0
11151,423.0,12364.0
11152,574.0,12954.0
11153,475.0,13556.0
11154,537.0,14054.0
11155,717.0,14521.0
11156,699.0,15031.0
11157,714.0,15557.0
11158,672.0,16093.0
11159,779.0,16762.0
11160,922.0,17370.0
11161,869.0,17882.0
11162,850.0,18297.0
11163,994.0,18748.0
11164,961.0,19255.0
11165,1406.0,19801.0
11166,905.0,20431.0
11167,940.0,20970.0
11168,601.0,21442.0
11169,1313.0,21856.0
11170,1086.0,22300.0
11171,1135.0,22749.0
11172,1168.0,23275.0
11173,1532.0,23773.0
11174,1615.0,24248.0
11175,1518.0,24613.0
11176,960.0,24958.0
11177,1237.0,25359.0
11178,1544.0,25745.0
11179,1375.0,26252.0
11180,147.0,4508.0
11181,125.0,5100.0
11182,135.0,5717.0
11183,247.0,6239.0
11184,211.0,6787.0
11185,104.0,7334.0
11186,275.0,7942.0
11187,242.0,8542.0
11188,338.0,9192.0
11189,453.0,9745.0
11190,486.0,10281.0
11191,472.0,10749.0
11192,518.0,11250.0
11193,608.0,11781.0
11194,423.0,12364.0
11195,574.0,12954.0
11196,475.0,13556.0
11197,537.0,14054.0
11198,717.0,14521.0
11199,699.0,15031.0
11200,714.0,15557.0
11201,672.0,16093.0
11202,779.0,16762.0
11203,922.0,17370.0
11204,869.0,17882.0
11205,850.0,18297.0
11206,994.0,18748.0
11207,961.0,19255.0
11208,1406.0,19801.0
11209,905.0,20431.0
11210,940.0,20970.0
11211,601.0,21442.0
11212,1313.0,21856.0
11213,1086.0,22300.0
11214,1135.0,22749.0
11215,1168.0,23275.0
11216,1532.0,23773.0
11217,1615.0,24248.0
11218,1518.0,24613.0
11219,960.0,24958.0
11220,1237.0,25359.0
11221,1544.0,25745.0
11222,1375.0,26252.0
11223,147.0,4508.0
11224,125.0,5100.0
11225,135.0,5717.0
11226,247.0,6239.0
11227,211.0,6787.0
11228,104.0,7334.0
11229,275.0,7942.0
11230,242.0,8542.0
11231,338.0,9192.0
11232,453.0,9745.0
11233,486.0,10281.0
11234,472.0,10749.0
11235,518.0,11250.0
11236,608.0,11781.0
11237,423.0,12364.0
11238,574.0,12954.0
11239,475.0,13556.0
11240,537.0,14054.0
11241,717.0,14521.0
11242,699.0,15031.0
11243,714.0,15557.0
11244,672.0,16093.0
11245,779.0,16762.0
11246,922.0,17370.0
11247,869.0,17882.0
11248,850.0,18297.0
11249,994.0,18748.0
11250,961.0,19255.0
11251,1406.0,19801.0
11252,905.0,20431.0
11253,940.0,20970.0
11254,601.0,21442.0
11255,1313.0,21856.0
11256,1086.0,22300.0
11257,1135.0,22749.0
11258,1168.0,23275.0
11259,1532.0,23773.0
11260,1615.0,24248.0
11261,1518.0,24613.0
11262,960.0,24958.0
11263,1237.0,25359.0
11264,1544.0,25745.0
11265,1375.0,26252.0
11266,147.0,4508.0
11267,125.0,5100.0
11268,135.0,5717.0
11269,247.0,6239.0
11270,211.0,6787.0
11271,104.0,7334.0
11272,275.0,7942.0
11273,242.0,8542.0
11274,338.0,9192.0
11275,453.0,9745.0
11276,486.0,10281.0
11277,472.0,10749.0
11278,518.0,11250.0
11279,608.0,11781.0
11280,423.0,12364.0
11281,574.0,12954.0
11282,475.0,13556.0
11283,537.0,14054.0
11284,717.0,14521.0
11285,699.0,15031.0
11286,714.0,15557.0
11287,672.0,16093.0
11288,779.0,16762.0
11289,922.0,17370.0
11290,869.0,17882.0
11291,850.0,18297.0
11292,994.0,18748.0
11293,961.0,19255.0
11294,1406.0,19801.0
11295,905.0,20431.0
11296,940.0,20970.0
11297,601.0,21442.0
11298,1313.0,21856.0
11299,1086.0,22300.0
11300,1135.0,22749.0
11301,1168.0,23275.0
11302,1532.0,23773.0
11303,1615.0,24248.0
11304,1518.0,24613.0
11305,960.0,24958.0
11306,1237.0,25359.0
11307,1544.0,25745.0
11308,1375.0,26252.0
11309,147.0,4508.0
11310,125.0,5100.0
11311,135.0,5717.0
11312,247.0,6239.0
11313,211.0,6787.0
11314,104.0,7334.0
11315,275.0,7942.0
11316,242.0,8542.0
11317,338.0,9192.0
11318,453.0,9745.0
11319,486.0,10281.0
11320,472.0,10749.0
11321,518.0,11250.0
11322,608.0,11781.0
11323,423.0,12364.0
11324,574.0,12954.0
11325,475.0,13556.0
11326,537.0,14054.0
11327,717.0,14521.0
11328,699.0,15031.0
11329,714.0,15557.0
11330,672.0,16093.0
11331,779.0,16762.0
11332,922.0,17370.0
11333,869.0,17882.0
11334,850.0,18297.0
11335,994.0,18748.0
11336,961.0,19255.0
11337,1406.0,19801.0
11338,905.0,20431.0
11339,940.0,20970.0
11340,601.0,21442.0
11341,1313.0,21856.0
11342,1086.0,22300.0
11343,1135.0,22749.0
11344,1168.0,23275.0
11345,1532.0,23773.0
11346,1615.0,24248.0
11347,1518.0,24613.0
11348,960.0,24958.0
11349,1237.0,25359.0
11350,1544.0,25745.0
11351,1375.0,26252.0
11352,147.0,4508.0
11353,125.0,5100.0
11354,135.0,5717.0
11355,247.0,6239.0
11356,211.0,6787.0
11357,104.0,7334.0
11358,275.0,7942.0
11359,242.0,8542.0
11360,338.0,9192.0
11361,453.0,9745.0
11362,486.0,10281.0
11363,472.0,10749.0
11364,518.0,11250.0
11365,608.0,11781.0
11366,423.0,12364.0
11367,574.0,12954.0
11368,475.0,13556.0
11369,537.0,14054.0
11370,717.0,14521.0
11371,699.0,15031.0
11372,714.0,15557.0
11373,672.0,16093.0
11374,779.0,16762.0
11375,922.0,17370.0
11376,869.0,17882.0
11377,850.0,18297.0
11378,994.0,18748.0
11379,961.0,19255.0
11380,1406.0,19801.0
11381,905.0,20431.0
11382,940.0,20970.0
11383,601.0,21442.0
11384,1313.0,21856.0
11385,1086.0,22300.0
11386,1135.0,22749.0
11387,1168.0,23275.0
11388,1532.0,23773.0
11389,1615.0,24248.0
11390,1518.0,24613.0
11391,960.0,24958.0
11392,1237.0,25359.0
11393,1544.0,25745.0
11394,1375.0,26252.0
11395,147.0,4508.0
11396,125.0,5100.0
11397,135.0,5717.0
11398,247.0,6239.0
11399,211.0,6787.0
11400,104.0,7334.0
11401,275.0,7942.0
11402,242.0,8542.0
11403,338.0,9192.0
11404,453.0,9745.0
11405,486.0,10281.0
11406,472.0,10749.0
11407,518.0,11250.0
11408,608.0,11781.0
11409,423.0,12364.0
11410,574.0,12954.0
11411,475.0,13556.0
11412,537.0,14054.0
11413,717.0,14521.0
11414,699.0,15031.0
11415,714.0,15557.0
11416,672.0,16093.0
11417,779.0,16762.0
11418,922.0,17370.0
11419,869.0,17882.0
11420,850.0,18297.0
11421,994.0,18748.0
11422,961.0,19255.0
11423,1406.0,19801.0
11424,905.0,20431.0
11425,940.0,20970.0
11426,601.0,21442.0
11427,1313.0,21856.0
11428,1086.0,22300.0
11429,1135.0,22749.0
11430,1168.0,23275.0
11431,1532.0,23773.0
11432,1615.0,24248.0
11433,1518.0,24613.0
11434,960.0,24958.0
11435,1237.0,25359.0
11436,1544.0,25745.0
11437,1375.0,26252.0
11438,147.0,4508.0
11439,125.0,5100.0
11440,135.0,5717.0
11441,247.0,6239.0
11442,211.0,6787.0
11443,104.0,7334.0
11444,275.0,7942.0
11445,242.0,8542.0
11446,338.0,9192.0
11447,453.0,9745.0
11448,486.0,10281.0
11449,472.0,10749.0
11450,518.0,11250.0
11451,608.0,11781.0
11452,423.0,12364.0
11453,574.0,12954.0
11454,475.0,13556.0
11455,537.0,14054.0
11456,717.0,14521.0
11457,699.0,15031.0
11458,714.0,15557.0
11459,672.0,16093.0
11460,779.0,16762.0
11461,922.0,17370.0
11462,869.0,17882.0
11463,850.0,18297.0
11464,994.0,18748.0
11465,961.0,19255.0
11466,1406.0,19801.0
11467,905.0,20431.0
11468,940.0,20970.0
11469,601.0,21442.0
11470,1313.0,21856.0
11471,1086.0,22300.0
11472,1135.0,22749.0
11473,1168.0,23275.0
11474,1532.0,23773.0
11475,1615.0,24248.0
11476,1518.0,24613.0
11477,960.0,24958.0
11478,1237.0,25359.0
11479,1544.0,25745.0
11480,1375.0,26252.0
11481,147.0,4508.0
11482,125.0,5100.0
11483,135.0,5717.0
11484,247.0,6239.0
11485,211.0,6787.0
11486,104.0,7334.0
11487,275.0,7942.0
11488,242.0,8542.0
11489,338.0,9192.0
11490,453.0,9745.0
11491,486.0,10281.0
11492,472.0,10749.0
11493,518.0,11250.0
11494,608.0,11781.0
11495,423.0,12364.0
11496,574.0,12954.0
11497,475.0,13556.0
11498,537.0,14054.0
11499,717.0,14521.0
11500,699.0,15031.0
11501,714.0,15557.0
11502,672.0,16093.0
11503,779.0,16762.0
11504,922.0,17370.0
11505,869.0,17882.0
11506,850.0,18297.0
11507,994.0,18748.0
11508,961.0,19255.0
11509,1406.0,19801.0
11510,905.0,20431.0
11511,940.0,20970.0
11512,601.0,21442.0
11513,1313.0,21856.0
11514,1086.0,22300.0
11515,1135.0,22749.0
11516,1168.0,23275.0
11517,1532.0,23773.0
11518,1615.0,24248.0
11519,1518.0,24613.0
11520,960.0,24958.0
11521,1237.0,25359.0
11522,1544.0,25745.0
11523,1375.0,26252.0
11524,147.0,4508.0
11525,125.0,5100.0
11526,135.0,5717.0
11527,247.0,6239.0
11528,211.0,6787.0
11529,104.0,7334.0
11530,275.0,7942.0
11531,242.0,8542.0
11532,338.0,9192.0
11533,453.0,9745.0
11534,486.0,10281.0
11535,472.0,10749.0
11536,518.0,11250.0
11537,608.0,11781.0
11538,423.0,12364.0
11539,574.0,12954.0
11540,475.0,13556.0
11541,537.0,14054.0
11542,717.0,14521.0
11543,699.0,15031.0
11544,714.0,15557.0
11545,672.0,16093.0
11546,779.0,16762.0
11547,922.0,17370.0
11548,869.0,17882.0
11549,850.0,18297.0
11550,994.0,18748.0
11551,961.0,19255.0
11552,1406.0,19801.0
11553,905.0,20431.0
11554,940.0,20970.0
11555,601.0,21442.0
11556,1313.0,21856.0
11557,1086.0,22300.0
11558,1135.0,22749.0
11559,1168.0,23275.0
11560,1532.0,23773.0
11561,1615.0,24248.0
11562,1518.0,24613.0
11563,960.0,24958.0
11564,1237.0,25359.0
11565,1544.0,25745.0
11566,1375.0,26252.0
11567,147.0,4508.0
11568,125.0,5100.0
11569,135.0,5717.0
11570,247.0,6239.0
11571,211.0,6787.0
11572,104.0,7334.0
11573,275.0,7942.0
11574,242.0,8542.0
11575,338.0,9192.0
11576,453.0,9745.0
11577,486.0,10281.0
11578,472.0,10749.0
11579,518.0,11250.0
11580,608.0,11781.0
11581,423.0,12364.0
11582,574.0,12954.0
11583,475.0,13556.0
11584,537.0,14054.0
11585,717.0,14521.0
11586,699.0,15031.0
11587,714.0,15557.0
11588,672.0,16093.0
11589,779.0,16762.0
11590,922.0,17370.0
11591,869.0,17882.0
11592,850.0,18297.0
11593,994.0,18748.0
11594,961.0,19255.0
11595,1406.0,19801.0
11596,905.0,20431.0
11597,940.0,20970.0
11598,601.0,21442.0
11599,1313.0,21856.0
11600,1086.0,22300.0
11601,1135.0,22749.0
11602,1168.0,23275.0
11603,1532.0,23773.0
11604,1615.0,24248.0
11605,1518.0,24613.0
11606,960.0,24958.0
11607,1237.0,25359.0
11608,1544.0,25745.0
11609,1375.0,26252.0
11610,147.0,4508.0
11611,125.0,5100.0
11612,135.0,5717.0
11613,247.0,6239.0
11614,211.0,6787.0
11615,104.0,7334.0
11616,275.0,7942.0
11617,242.0,8542.0
11618,338.0,9192.0
11619,453.0,9745.0
11620,486.0,10281.0
11621,472.0,10749.0
11622,518.0,11250.0
11623,608.0,11781.0
11624,423.0,12364.0
11625,574.0,12954.0
11626,475.0,13556.0
11627,537.0,14054.0
11628,717.0,14521.0
11629,699.0,15031.0
11630,714.0,15557.0
11631,672.0,16093.0
11632,779.0,16762.0
11633,922.0,17370.0
11634,869.0,17882.0
11635,850.0,18297.0
11636,994.0,18748.0
11637,961.0,19255.0
11638,1406.0,19801.0
11639,905.0,20431.0
11640,940.0,20970.0
11641,601.0,21442.0
11642,1313.0,21856.0
11643,1086.0,22300.0
11644,1135.0,22749.0
11645,1168.0,23275.0
11646,1532.0,23773.0
11647,1615.0,24248.0
11648,1518.0,24613.0
11649,960.0,24958.0
11650,1237.0,25359.0
11651,1544.0,25745.0
11652,1375.0,26252.0
11653,147.0,4508.0
11654,125.0,5100.0
11655,135.0,5717.0
11656,247.0,6239.0
11657,211.0,6787.0
11658,104.0,7334.0
11659,275.0,7942.0
11660,242.0,8542.0
11661,338.0,9192.0
11662,453.0,9745.0
11663,486.0,10281.0
11664,472.0,10749.0
11665,518.0,11250.0
11666,608.0,11781.0
11667,423.0,12364.0
11668,574.0,12954.0
11669,475.0,13556.0
11670,537.0,14054.0
11671,717.0,14521.0
11672,699.0,15031.0
11673,714.0,15557.0
11674,672.0,16093.0
11675,779.0,16762.0
11676,922.0,17370.0
11677,869.0,17882.0
11678,850.0,18297.0
11679,994.0,18748.0
11680,961.0,19255.0
11681,1406.0,19801.0
11682,905.0,20431.0
11683,940.0,20970.0
11684,601.0,21442.0
11685,1313.0,21856.0
11686,1086.0,22300.0
11687,1135.0,22749.0
11688,1168.0,23275.0
11689,1532.0,23773.0
11690,1615.0,24248.0
11691,1518.0,24613.0
11692,960.0,24958.0
11693,1237.0,25359.0
11694,1544.0,25745.0
11695,1375.0,26252.0
11696,147.0,4508.0
11697,125.0,5100.0
11698,135.0,5717.0
11699,247.0,6239.0
11700,211.0,6787.0
11701,104.0,7334.0
11702,275.0,7942.0
11703,242.0,8542.0
11704,338.0,9192.0
11705,453.0,9745.0
11706,486.0,10281.0
11707,472.0,10749.0
11708,518.0,11250.0
11709,608.0,11781.0
11710,423.0,12364.0
11711,574.0,12954.0
11712,475.0,13556.0
11713,537.0,14054.0
11714,717.0,14521.0
11715,699.0,15031.0
11716,714.0,15557.0
11717,672.0,16093.0
11718,779.0,16762.0
11719,922.0,17370.0
11720,869.0,17882.0
11721,850.0,18297.0
11722,994.0,18748.0
11723,961.0,19255.0
11724,1406.0,19801.0
11725,905.0,20431.0
11726,940.0,20970.0
11727,601.0,21442.0
11728,1313.0,21856.0
11729,1086.0,22300.0
11730,1135.0,22749.0
11731,1168.0,23275.0
11732,1532.0,23773.0
11733,1615.0,24248.0
11734,1518.0,24613.0
11735,960.0,24958.0
11736,1237.0,25359.0
11737,1544.0,25745.0
11738,1375.0,26252.0
11739,147.0,4508.0
11740,125.0,5100.0
11741,135.0,5717.0
11742,247.0,6239.0
11743,211.0,6787.0
11744,104.0,7334.0
11745,275.0,7942.0
11746,242.0,8542.0
11747,338.0,9192.0
11748,453.0,9745.0
11749,486.0,10281.0
11750,472.0,10749.0
11751,518.0,11250.0
11752,608.0,11781.0
11753,423.0,12364.0
11754,574.0,12954.0
11755,475.0,13556.0
11756,537.0,14054.0
11757,717.0,14521.0
11758,699.0,15031.0
11759,714.0,15557.0
11760,672.0,16093.0
11761,779.0,16762.0
11762,922.0,17370.0
11763,869.0,17882.0
11764,850.0,18297.0
11765,994.0,18748.0
11766,961.0,19255.0
11767,1406.0,19801.0
11768,905.0,20431.0
11769,940.0,20970.0
11770,601.0,21442.0
11771,1313.0,21856.0
11772,1086.0,22300.0
11773,1135.0,22749.0
11774,1168.0,23275.0
11775,1532.0,23773.0
11776,1615.0,24248.0
11777,1518.0,24613.0
11778,960.0,24958.0
11779,1237.0,25359.0
11780,1544.0,25745.0
11781,1375.0,26252.0
11782,147.0,4508.0
11783,125.0,5100.0
11784,135.0,5717.0
11785,247.0,6239.0
11786,211.0,6787.0
11787,104.0,7334.0
11788,275.0,7942.0
11789,242.0,8542.0
11790,338.0,9192.0
11791,453.0,9745.0
11792,486.0,10281.0
11793,472.0,10749.0
11794,518.0,11250.0
11795,608.0,11781.0
11796,423.0,12364.0
11797,574.0,12954.0
11798,475.0,13556.0
11799,537.0,14054.0
11800,717.0,14521.0
11801,699.0,15031.0
11802,714.0,15557.0
11803,672.0,16093.0
11804,779.0,16762.0
11805,922.0,17370.0
11806,869.0,17882.0
11807,850.0,18297.0
11808,994.0,18748.0
11809,961.0,19255.0
11810,1406.0,19801.0
11811,905.0,20431.0
11812,940.0,20970.0
11813,601.0,21442.0
11814,1313.0,21856.0
11815,1086.0,22300.0
11816,1135.0,22749.0
11817,1168.0,23275.0
11818,1532.0,23773.0
11819,1615.0,24248.0
11820,1518.0,24613.0
11821,960.0,24958.0
11822,1237.0,25359.0
11823,1544.0,25745.0
11824,1375.0,26252.0
11825,147.0,4508.0
11826,125.0,5100.0
11827,135.0,5717.0
11828,247.0,6239.0
11829,211.0,6787.0
11830,104.0,7334.0
11831,275.0,7942.0
11832,242.0,8542.0
11833,338.0,9192.0
11834,453.0,9745.0
11835,486.0,10281.0
11836,472.0,10749.0
11837,518.0,11250.0
11838,608.0,11781.0
11839,423.0,12364.0
11840,574.0,12954.0
11841,475.0,13556.0
11842,537.0,14054.0
